,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
373,Victoria,75,BN,1541745000,70,5.28,115.24,89.6,6.93
374,Jacmel,36,HT,1541746314,100,18.24,-72.54,81.18,2.46
375,Shelburne,90,CA,1541743200,80,44.08,-80.2,37.4,2.24
376,Nha Trang,80,VN,1541746316,100,12.24,109.19,75.87,8.9
377,Ronneby,75,SE,1541744400,100,56.21,15.28,44.6,2.68
378,Geeste,75,DE,1541744400,93,52.6,7.27,48.2,5.82
379,Shimoda,75,JP,1541744520,93,34.7,138.93,66.2,9.17
380,Cervo,92,BR,1541746317,96,-22.19,-46.24,58.23,12.03
381,Khandbari,76,NP,1541746317,73,27.38,87.21,38.79,0.96
382,Todos Santos,5,MX,1541742000,60,23.45,-110.23,71.6,5.82
383,Neyshabur,88,IR,1541746319,74,36.21,58.79,47.47,2.98
384,Constitucion,0,MX,1541746319,63,23.99,-104.67,48.6,5.99
385,Genhe,76,CN,1541746320,71,50.78,121.52,26.91,4.54
386,Talnakh,0,RU,1541746320,34,69.49,88.39,-23.45,8.72
387,Lukovetskiy,90,RU,1541743200,100,64.29,41.92,30.2,6.71
388,Aykhal,8,RU,1541746320,70,65.95,111.51,2.92,5.88
389,Imbituba,75,BR,1541743200,82,-28.24,-48.67,68.0,8.05
390,Vao,92,EE,1541746321,100,59.1,26.19,40.32,4.81
391,Vanimo,8,PG,1541746322,100,-2.67,141.3,84.1,10.25
392,North Bend,1,US,1541742960,92,43.41,-124.22,42.08,5.82
393,Nalut,0,LY,1541746322,75,31.86,10.98,39.69,2.57
394,The Valley,20,AI,1541743200,83,18.22,-63.06,78.8,6.93
395,Touros,80,BR,1541746323,92,-5.2,-35.46,77.94,13.87
396,Lahij,24,YE,1541746323,75,13.06,44.88,76.59,4.99
397,Willow Grove,1,US,1541744100,100,40.14,-75.12,44.06,6.78
398,Plainview,90,US,1541744100,84,34.18,-101.71,39.92,12.75
399,Strezhevoy,40,RU,1541743200,76,60.73,77.6,-4.01,11.18
400,Kijang,20,KR,1541743200,45,35.24,129.21,62.6,13.87
401,Niteroi,0,BR,1541743200,82,-29.95,-51.16,62.6,8.05
402,Laylay,32,PH,1541746326,99,13.44,121.82,82.71,15.39
403,Hammond,90,US,1541745900,100,30.5,-90.46,69.98,3.58
404,Maryborough,64,AU,1541746326,64,-25.54,152.7,71.19,6.11
405,Dwarka,0,IN,1541745000,44,28.58,77.04,80.6,4.7
406,Kidal,0,ML,1541746327,38,18.44,1.41,58.27,4.76
407,Puerto Carreno,20,CO,1541746327,92,6.19,-67.49,70.29,2.98
408,Maracai,88,BR,1541746328,81,-22.61,-50.67,66.06,18.41
409,Rivers,75,CA,1541743200,77,50.03,-100.23,3.2,8.05
410,Iskateley,0,RU,1541746328,61,67.68,53.15,7.78,9.73
411,Saint-Alexandre,0,FR,1541745000,67,44.23,4.62,60.8,16.11
412,Mago,8,RU,1541746329,67,53.27,140.15,32.13,7.05
413,Kholmsk,75,RU,1541743200,93,47.05,142.05,44.6,6.71
414,Ariquemes,36,BR,1541746330,97,-9.91,-63.03,73.75,2.08
415,Tecoman,76,MX,1541746330,97,18.91,-103.87,69.39,0.74
416,Sao Marcos,0,BR,1541746331,84,-28.97,-51.07,57.28,9.84
417,Bonthe,44,SL,1541746331,100,7.53,-12.5,75.73,1.57
418,Okhotsk,0,RU,1541746331,100,59.36,143.24,4.72,5.99
419,Padang,92,ID,1541746332,100,-0.92,100.36,76.18,19.19
420,Gigmoto,56,PH,1541746334,99,13.78,124.39,81.67,12.59
421,Bokovskaya,88,RU,1541746334,98,49.23,41.83,34.83,4.36
422,Banda Aceh,88,ID,1541746335,99,5.56,95.32,78.07,2.8
423,Qingdao,0,CN,1541743200,48,36.09,120.35,62.6,6.71
424,Mahanoro,8,MG,1541746335,73,-19.9,48.8,79.47,3.76
425,Tautira,20,PF,1541745000,69,-17.73,-149.15,80.6,3.36
426,Naze,75,NG,1541743200,94,5.43,7.07,77.0,2.98
427,Saint-Georges,56,CA,1541746339,80,46.12,-70.67,35.23,5.82
428,Hervey Bay,8,AU,1541746325,91,-25.3,152.85,74.83,16.17
429,Nassau,56,DE,1541744400,93,51.17,13.51,46.4,4.7
430,Morunglav,0,RO,1541745000,86,44.46,24.11,39.2,2.24
431,Jatai,0,IN,1541746342,45,28.97,76.18,81.13,4.47
432,Viedma,20,AR,1541746343,36,-40.81,-62.99,64.53,5.82
433,Wageningen,90,NL,1541744700,93,51.98,5.66,46.4,5.82
434,Westport,75,IE,1541745000,93,53.8,-9.52,42.8,19.46
435,Portsmouth,20,GB,1541744400,81,50.8,-1.08,53.6,4.7
436,Lorengau,48,PG,1541746344,100,-2.02,147.27,82.48,4.21
437,Nautla,0,MX,1541746345,99,20.22,-96.78,81.13,12.86
438,Ilhabela,92,BR,1541746250,100,-23.78,-45.36,69.57,18.68
439,Kimberley,0,ZA,1541744340,21,-28.74,24.76,71.6,3.36
440,Baculin,48,PH,1541746345,77,7.45,126.58,84.6,14.09
441,Aksarka,44,RU,1541746346,81,66.56,67.8,8.46,16.11
442,Minsk,90,BY,1541743200,69,53.9,27.56,32.0,5.82
443,Soloneshnoye,80,RU,1541746346,63,51.65,84.32,32.04,9.8
444,Juneau,90,US,1541742960,95,58.3,-134.42,42.08,11.41
445,Hede,68,SE,1541744400,100,60.45,15.49,39.2,2.24
446,Lieksa,92,FI,1541746347,97,63.32,30.02,37.17,3.69
447,Port Huron,75,US,1541745300,100,42.98,-82.44,38.12,8.79
448,Gat,0,SN,1541743200,73,14.69,-16.54,69.8,10.25
449,Sibolga,64,ID,1541746349,92,1.74,98.78,75.87,2.46
450,Southampton,20,GB,1541744400,81,50.9,-1.4,53.6,4.7
451,Pires do Rio,92,BR,1541746350,98,-17.3,-48.28,65.47,8.84
452,Belaya Gora,0,RU,1541746350,50,68.54,146.19,-30.07,2.86
453,West Wendover,1,US,1541742960,57,40.74,-114.07,28.04,3.24
454,Trinidad,0,UY,1541746351,60,-33.52,-56.9,69.93,12.86
455,Mikhaylovskoye,0,RU,1541746352,72,43.1,44.64,39.06,3.2
456,Ornskoldsvik,90,SE,1541744400,100,63.29,18.72,41.0,2.75
457,Broome,0,GB,1541744400,100,52.47,1.45,44.6,9.17
458,Mount Darwin,0,ZW,1541746353,59,-16.77,31.58,68.4,7.05
459,Berlevag,40,NO,1541742600,86,70.86,29.09,32.0,9.17
460,Kuzovatovo,68,RU,1541746353,94,53.54,47.69,32.22,7.34
461,Santa Maria,0,BR,1541746354,64,-29.69,-53.81,67.18,13.94
462,Timbuktu,0,ML,1541746355,28,16.77,-3.01,68.4,9.73
463,Ust-Omchug,0,RU,1541746355,35,61.13,149.63,-25.07,2.53
464,Coffs Harbour,40,AU,1541745000,52,-30.3,153.13,69.8,8.05
465,High Prairie,32,CA,1541746356,76,55.43,-116.48,16.42,8.5
466,Aketi,20,CD,1541746356,93,2.74,23.78,74.25,3.09
467,Kanker,0,IN,1541746356,52,20.27,81.49,85.27,4.47
468,Anadyr,20,RU,1541743200,86,64.73,177.51,30.2,35.79
469,San Policarpo,80,PH,1541746357,95,12.18,125.51,81.45,14.27
470,Kushima,20,JP,1541743200,57,31.5,131.29,75.2,14.99
471,Namibe,0,AO,1541746358,100,-15.19,12.15,70.6,1.68
472,Birao,0,CF,1541746358,42,10.3,22.78,63.0,11.63
473,Caravelas,76,BR,1541746359,100,-17.73,-39.27,76.23,16.44
474,Salamiyah,36,SY,1541746360,91,35.01,37.05,51.3,5.59
475,Zhuhai,0,CN,1541743200,20,40.71,112.04,44.6,6.71
476,Sungaipenuh,56,ID,1541746361,87,-2.08,101.38,75.6,0.96
477,Verkhoyansk,44,RU,1541746361,47,67.55,133.39,-29.44,2.8
478,Sevierville,90,US,1541742780,96,35.87,-83.56,51.98,2.98
479,Nunoa,24,PE,1541746362,95,-14.48,-70.64,28.44,3.87
480,Dryden,90,CA,1541744880,92,49.79,-92.84,14.0,6.93
481,Muisne,56,EC,1541746362,98,0.61,-80.02,70.92,2.57
482,Wick,75,GB,1541744400,100,51.45,-2.43,50.0,11.41
483,Volgorechensk,80,RU,1541746363,90,57.44,41.16,30.78,6.55
484,Zhangye,0,CN,1541746363,73,38.94,100.46,36.45,15.88
485,Brzeg Dolny,90,PL,1541745000,93,51.27,16.72,42.8,2.24
486,Ayr,75,GB,1541744400,87,55.46,-4.63,50.0,12.75
487,Hohhot,0,CN,1541743200,20,40.81,111.65,44.6,6.71
488,Sao Joaquim,36,BR,1541746366,91,-28.29,-49.93,53.68,8.12
489,Gotsu,75,JP,1541743200,63,35.01,132.22,64.4,11.41
490,Monroe,40,US,1541745720,71,41.91,-83.4,37.94,4.7
491,Ocean City,40,US,1541744640,100,30.44,-86.61,73.94,5.21
492,Yurla,20,RU,1541746367,71,59.33,54.32,11.2,5.88
493,Manokwari,44,ID,1541746367,100,-0.87,134.08,82.35,5.37
494,Sampit,8,ID,1541746367,72,-2.54,112.95,91.35,4.47
495,Canton,75,US,1541744220,72,40.8,-81.38,39.02,9.17
496,Xining,32,CN,1541746368,57,36.62,101.77,40.18,2.86
497,La Romana,40,DO,1541743200,94,18.43,-68.97,78.8,6.93
498,Cayenne,44,GF,1541745000,94,4.94,-52.33,75.2,2.24
499,Palauig,0,PH,1541746369,65,15.44,119.9,88.11,6.78
500,Seshcha,88,RU,1541746369,98,53.73,33.34,32.08,3.8
501,Bagdarin,0,RU,1541746370,58,54.44,113.59,12.42,3.36
502,Kitimat,90,CA,1541743200,100,54.02,-128.69,33.8,2.24
503,Moncao,40,PT,1541745000,100,42.08,-8.48,44.6,10.29
504,Gualeguay,20,AR,1541746371,63,-33.15,-59.31,75.24,10.92
505,Angoche,76,MZ,1541746373,100,-16.23,39.91,78.07,21.54
506,Shu,8,KZ,1541746373,71,43.6,73.76,46.08,6.6
507,Ostrovnoy,0,RU,1541746374,80,68.05,39.51,12.28,2.8
508,Emerald,20,AU,1541746374,25,-23.53,148.16,86.62,4.36
509,Vila Velha,40,BR,1541743200,74,-3.71,-38.6,80.6,14.99
510,Sirjan,20,IR,1541746375,92,29.44,55.67,56.07,4.36
511,Xingyi,0,CN,1541746375,72,24.19,102.82,65.07,5.82
512,Marzuq,0,YE,1541746376,59,14.4,46.47,69.97,3.69
513,Bartica,8,GY,1541746376,94,6.41,-58.62,75.42,2.57
514,Suntar,44,RU,1541746377,81,62.16,117.65,21.55,4.09
515,Camrose,75,CA,1541743200,78,53.01,-112.84,10.4,16.11
516,Tuensang,44,IN,1541746377,67,26.24,94.81,69.7,1.68
517,Hailar,76,CN,1541746377,68,49.2,119.7,28.62,7.9
518,Bilma,0,NE,1541746378,35,18.69,12.92,55.26,4.54
519,Merauke,32,ID,1541746378,82,-8.49,140.4,86.76,15.88
520,Udon Thani,75,TH,1541745000,55,17.4,102.79,86.0,5.82
521,Nurobod,0,UZ,1541743200,40,40.91,69.8,51.8,4.7
522,Laguna,0,MX,1541746379,80,27.52,-110.01,59.58,2.24
523,Tual,8,ID,1541746380,100,-5.67,132.75,85.95,8.61
524,Port Blair,92,IN,1541746380,100,11.67,92.75,80.95,19.42
525,Vila Franca do Campo,75,PT,1541745000,82,37.72,-25.43,66.2,20.8
526,Jepara,68,ID,1541746381,99,-5.21,105.74,81.63,4.88
527,Belle Fourche,90,US,1541744100,72,44.67,-103.85,10.4,16.11
528,Dingle,68,PH,1541746383,62,11.0,122.67,87.25,14.65
529,Ballina,75,IE,1541745000,93,54.11,-9.15,42.8,19.46
530,Aripuana,68,BR,1541746383,98,-9.17,-60.63,75.1,2.19
531,Kiunga,24,PG,1541746386,77,-6.12,141.3,85.23,2.35
532,Guerrero Negro,8,MX,1541746387,100,27.97,-114.04,55.93,6.04
533,Puerto Escondido,8,MX,1541746387,100,15.86,-97.07,84.28,7.56
534,Comodoro Rivadavia,0,AR,1541743200,81,-45.87,-67.48,46.4,6.89
535,Coruripe,80,BR,1541746388,100,-10.12,-36.18,77.67,13.04
536,Lavrentiya,92,RU,1541746388,100,65.58,-170.99,35.19,35.01
537,Yakima,1,US,1541742780,80,46.6,-120.51,26.06,5.82
538,Atar,36,MR,1541746391,75,20.52,-13.05,59.22,2.8
539,Price,1,US,1541742780,46,39.6,-110.81,28.04,5.82
540,Payakumbuh,56,ID,1541746392,72,-0.23,100.63,83.52,2.53
541,Drayton Valley,12,CA,1541746392,70,53.22,-114.98,7.56,5.21
542,Maragogi,92,BR,1541746331,95,-9.01,-35.22,75.82,8.23
543,Richards Bay,0,ZA,1541746392,73,-28.77,32.06,67.86,2.98
544,Koplik,0,AL,1541745000,93,42.21,19.44,48.2,3.36
545,Cockburn Town,36,TC,1541746393,100,21.46,-71.14,80.37,10.58
546,Nagod,0,IN,1541746393,44,24.57,80.59,80.5,2.08
547,Mount Hagen,24,PG,1541746393,66,-5.86,144.23,67.41,2.75
548,Rodino,20,RU,1541746395,89,52.5,80.2,14.35,15.43
549,Mecca,8,SA,1541746112,45,21.43,39.83,80.01,4.54
550,Sale,20,GB,1541744400,81,53.42,-2.32,48.2,8.05
551,Pustoshka,92,RU,1541746396,98,56.34,29.37,37.44,5.82
552,Howard Springs,75,AU,1541745000,83,-12.5,131.05,78.8,9.17
553,Mackay,1,CA,1541743200,92,53.65,-115.58,15.8,1.34
